tokenID,name,description,file_name,external_url,attributes[Type],attributes[Gender],attributes[Age],attributes[HairStyle],attributes[FacialFeature],attributes[Eyes],attributes[Expression],attributes[Accessory],attributes[Rarity]
1275,Loxley #1275,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1275.png,,human scout,masculine,adult,mohawk,scarred cheek,narrow eyes,calm,small horns,Common
1276,Loxley #1276,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1276.png,,human oracle,masculine,adult,man-bun,chin strap beard,wide eyes,smirking,nothing on head,Common
1277,Loxley #1277,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1277.png,,portrait dog,feminine,adult,buzzcut,mustache,closed eyes,scowling,scarf,Rare
1278,Loxley #1278,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1278.png,,human phantom,androgynous,young,hooded head,war paint,winking,surprised,high collar,Common
1279,Loxley #1279,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1279.png,,human scout,masculine,elder,short hair,chin strap beard,sharp piercing eyes,frowning,earring,Common
1280,Loxley #1280,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1280.png,,human phantom,feminine,young,messy hair,dimples,narrow eyes,smirking,helmet,Common
1281,Loxley #1281,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1281.png,,human phantom,feminine,elder,receding hairline,soul patch,round glasses,surprised,neck chain,Common
1282,Loxley #1282,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1282.png,,human phantom,feminine,elder,cornrows,wrinkles,eyepatch,neutral,laurel wreath,Common
1283,Loxley #1283,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1283.png,,human oracle,feminine,adult,slicked-back hair,freckles,closed eyes,grinning,small horns,Common
1284,Loxley #1284,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1284.png,,human phantom,masculine,elder,mohawk,dimples,normal eyes,calm,nothing on head,Common
1285,Loxley #1285,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1285.png,,human phantom,feminine,adult,hooded head,mustache,eyepatch,frowning,scarf,Common
1286,Loxley #1286,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1286.png,,portrait cat,androgynous,adult,long hair,war paint,normal eyes,surprised,nothing on head,Rare
1287,Loxley #1287,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1287.png,,human scout,feminine,adult,hooded head,stubble,closed eyes,smirking,headphones,Common
1288,Loxley #1288,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1288.png,,human scout,androgynous,elder,bowl cut,face tattoo,closed eyes,serious,nothing on head,Common
1289,Loxley #1289,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1289.png,,human hacker,androgynous,elder,spiky hair,sideburns,sunglasses,grinning,earring,Common
1290,Loxley #1290,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1290.png,,human oracle,feminine,elder,messy hair,scarred cheek,square glasses,scowling,small horns,Common
1291,Loxley #1291,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1291.png,,human ranger,feminine,adult,bald,soul patch,big round eyes,frowning,headband,Common
1292,Loxley #1292,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1292.png,,human rogue,feminine,elder,bowl cut,soul patch,round glasses,frowning,beanie,Common
1293,Loxley #1293,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1293.png,,human scout,masculine,elder,slicked-back hair,clean-shaven,round glasses,smiling,hood up,Common
1294,Loxley #1294,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1294.png,,secret agent,feminine,elder,bangs,chin strap beard,square glasses,serious,flower behind ear,Rare
1295,Loxley #1295,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1295.png,,alien,androgynous,adult,shaved sides,dimples,winking,smirking,glowing halo,Rare
1296,Loxley #1296,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1296.png,,human scout,masculine,adult,curly hair,cheek markings,closed eyes,frowning,helmet,Common
1297,Loxley #1297,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1297.png,,human rogue,feminine,adult,shaved sides,full beard,glowing cyber eye,grinning,headphones,Common
1298,Loxley #1298,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1298.png,,alien,feminine,elder,mohawk,beauty mark,normal eyes,scowling,glowing halo,Rare
1299,Loxley #1299,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1299.png,,human phantom,feminine,adult,ponytail,face tattoo,square glasses,serious,small horns,Common
1300,Loxley #1300,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1300.png,,secret agent,androgynous,young,undercut,chin strap beard,narrow eyes,scowling,antenna,Rare
1301,Loxley #1301,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1301.png,,secret agent,masculine,adult,wavy hair,wrinkles,glowing eyes,neutral,small horns,Rare
1302,Loxley #1302,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1302.png,,human scout,feminine,elder,curly hair,chin strap beard,round glasses,surprised,neck chain,Common
1303,Loxley #1303,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1303.png,,secret agent,masculine,adult,buzzcut,full beard,square glasses,smirking,headband,Rare
1304,Loxley #1304,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1304.png,,human phantom,feminine,adult,ponytail,full beard,big round eyes,smirking,cigarette,Common
1305,Loxley #1305,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1305.png,,portrait dog,masculine,adult,buzzcut,wrinkles,normal eyes,serious,cigarette,Rare
1306,Loxley #1306,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1306.png,,human rogue,androgynous,elder,wavy hair,soul patch,eyepatch,calm,neck chain,Common
1307,Loxley #1307,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1307.png,,human scout,masculine,adult,dreadlocks,nose ring,monocle,scowling,cigarette,Common
1308,Loxley #1308,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1308.png,,human oracle,masculine,elder,slicked-back hair,freckles,sharp piercing eyes,surprised,headband,Common
1309,Loxley #1309,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1309.png,,human ranger,masculine,adult,long hair,wrinkles,sunglasses,frowning,crown,Common
1310,Loxley #1310,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1310.png,,human hacker,androgynous,elder,dreadlocks,cheek markings,normal eyes,surprised,headband,Common
1311,Loxley #1311,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1311.png,,human scout,masculine,elder,cornrows,eye scar,monocle,calm,crown,Common
1312,Loxley #1312,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1312.png,,secret agent,masculine,adult,slicked-back hair,full beard,heterochromia,smiling,flower behind ear,Rare
1313,Loxley #1313,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1313.png,,human rogue,androgynous,young,long hair,cybernetic jaw,winking,smirking,laurel wreath,Common
1314,Loxley #1314,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1314.png,,human ranger,masculine,adult,spiky hair,face tattoo,glowing eyes,smiling,beanie,Common
1315,Loxley #1315,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1315.png,,human ranger,masculine,adult,undercut,stubble,eyepatch,surprised,crown,Common
1316,Loxley #1316,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1316.png,,human scout,masculine,adult,messy hair,dimples,monocle,scowling,crown,Common
1317,Loxley #1317,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1317.png,,human hacker,androgynous,young,bangs,cybernetic jaw,square glasses,serious,headband,Common
1318,Loxley #1318,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1318.png,,portrait dog,feminine,young,ponytail,nose ring,wide eyes,smiling,scarf,Rare
1319,Loxley #1319,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1319.png,,human scout,androgynous,elder,undercut,dimples,square glasses,scowling,laurel wreath,Common
1320,Loxley #1320,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1320.png,,portrait dog,androgynous,elder,undercut,freckles,round glasses,scowling,hood up,Rare
1321,Loxley #1321,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1321.png,,portrait cat,masculine,elder,buzzcut,freckles,cyber visor,neutral,nothing on head,Rare
1322,Loxley #1322,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1322.png,,human hacker,masculine,adult,short hair,mustache,glowing eyes,surprised,neck chain,Common
1323,Loxley #1323,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1323.png,,human oracle,masculine,adult,curly hair,full beard,sharp piercing eyes,smiling,earring,Common
1324,Loxley #1324,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1324.png,,human ranger,masculine,adult,undercut,war paint,glowing cyber eye,surprised,hood up,Common
1325,Loxley #1325,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1325.png,,human hacker,masculine,young,dreadlocks,goatee,cyber visor,surprised,scarf,Common
